id,lens,metric_space,n_cubes,overlap,eps,min_samples,n_nodes,n_edges,n_components,n_loops,avg_degree,max_degree,density,avg_node_size,max_node_size,size_entropy,collapse_ratio,score,var_mgAF_dia_total,var_mgAF_suple_1T,var_mgAF_saf,var_total_AF_mg,var_dias_saf,var_pn_hijo,var_eg_hijo,var_edad_madre,var_imc_antes,var_dif_imc,var_hijo_problema,var_consume_suple,bio_score
20134,dias_saf,cont_rob,20,0.5,2.5,3,28,14,14,0,1.0,2,0.037,28.4,191,2.406,0.271,0.4854,2.7275,2.7451,2.8609,117934.6245,9778.8294,38701.9862,0.4738,6.0722,7.5068,1.0556,0.0081,0.1875,0.1847006229731942
1578,pca_2,cont_rob,12,0.4,3.5,2,32,20,12,0,1.25,4,0.0403,31.3,290,2.215,0.411,0.4854,5.1408,5.096,4.3018,300331.1291,6938.7718,190527.7575,3.3481,5.8311,40.5891,5.1078,0.0257,0.0503,0.432380698789726
16657,pn_hijo,cont_rob,12,0.2,2.0,3,22,7,15,0,0.64,3,0.0303,6.5,31,2.665,0.044,0.4854,3.6436,3.672,3.7209,81460.1851,5846.7677,153389.9037,0.7818,7.6069,11.0482,1.2271,0.0315,0.0826,0.2594818141743996
15397,eg_hijo,cont_std,20,0.2,2.0,3,22,8,14,0,0.73,3,0.0346,6.2,39,2.685,0.055,0.4854,3.1403,3.0812,3.1915,128695.8917,6211.652,50348.8308,0.54,6.4932,3.8936,1.1517,0.0088,0.0434,0.20817712386646323
1486,pca_2,cont_rob,8,0.4,2.5,3,27,20,7,0,1.48,5,0.057,25.4,172,2.467,0.244,0.4853,3.7859,3.836,4.1788,114191.9581,6447.9223,49761.0706,0.6227,4.9717,21.3594,1.8191,0.0166,0.0907,0.24301761507502687
19326,dif_imc,all_mixed,16,0.5,3.5,2,34,27,7,0,1.59,4,0.0481,37.9,342,2.123,0.485,0.4853,4.2415,4.2645,3.1395,152905.0113,7773.0116,63795.1371,0.5324,8.3395,12.3468,18.8781,0.0297,0.1239,0.2960188141360391
13978,total_AF_mg,all_mixed,20,0.3,2.5,3,27,11,16,0,0.81,3,0.0313,23.1,162,2.438,0.23,0.4851,4.4032,4.3934,4.3559,191649.951,8644.2809,23665.2872,0.3271,3.6606,8.525,1.3105,0.001,0.0357,0.2720754934344633
6361,umap_30_01,all_mixed,16,0.5,2.0,3,21,8,13,0,0.76,2,0.0381,5.1,22,2.747,0.031,0.4851,4.0909,4.0947,3.9912,228322.5231,6465.9325,40241.4394,0.5759,9.5388,23.734,3.0507,0.0115,0.0,0.292719215219896
1685,pca_2,cont_rob,16,0.5,2.5,5,24,16,8,0,1.33,4,0.058,25.6,118,2.655,0.167,0.485,4.0564,4.0605,4.1939,169008.7416,7906.3915,92480.5251,0.7423,3.1052,11.4297,0.5818,0.0028,0.1156,0.2647591390146257
10889,mgAF_suple_1T,cont_std,8,0.6,5.0,5,12,14,3,5,2.33,4,0.2121,122.2,438,1.787,0.621,0.485,2.9066,2.9219,4.0014,55142.7029,3677.965,25156.1287,0.2297,0.4838,0.9765,0.2743,0.0098,0.0012,0.16471652351296365
18121,edad_madre,all_mixed,12,0.3,3.5,3,25,18,7,0,1.44,6,0.06,33.6,133,2.583,0.189,0.485,1.7553,1.7934,1.8301,84981.0728,6016.9046,37633.2363,0.3468,39.49,3.1132,1.3415,0.0062,0.1804,0.12666844025519716
6667,umap_5_05,cont_std,16,0.2,2.0,3,22,3,19,0,0.27,1,0.013,6.4,36,2.671,0.051,0.485,2.8011,2.745,2.8919,76500.0416,6241.1866,59372.7118,0.8399,7.8964,5.5329,1.2138,0.0073,0.0434,0.1748408853516348
18237,edad_madre,all_mixed,16,0.5,1.5,2,19,7,12,0,0.74,1,0.0409,2.3,4,2.919,0.006,0.485,3.0464,3.1735,3.1735,25705.3322,0.0,85008.8328,1.0682,13.3803,3.606,0.6047,0.0,0.0,0.16468716583591222
7411,umap_5_05,all_mixed,16,0.3,3.5,3,23,14,9,0,1.22,2,0.0553,41.0,115,2.758,0.163,0.485,3.7356,3.8159,3.7662,139497.6254,7376.5554,26759.3514,0.2253,3.6617,6.7585,0.8047,0.0071,0.1168,0.23208916906855617
18103,edad_madre,all_mixed,12,0.2,3.5,3,25,18,7,0,1.44,6,0.06,33.6,133,2.583,0.189,0.485,1.7553,1.7934,1.8301,84981.0728,6016.9046,37633.2363,0.3468,39.49,3.1132,1.3415,0.0062,0.1804,0.12666844025519716
12777,mgAF_saf,all_mixed,12,0.6,5.0,2,11,12,3,4,2.18,4,0.2182,125.8,344,1.661,0.488,0.4849,1.7911,1.8072,2.0,50192.1445,608.3204,41866.0026,0.1547,8.581,1.2623,0.2716,0.002,0.0069,0.10679806607541353
6346,umap_30_01,all_mixed,16,0.4,2.5,3,25,13,12,0,1.04,4,0.0433,23.5,126,2.563,0.179,0.4849,4.1773,4.1422,3.7525,204804.9139,8268.5442,55720.3275,0.2398,3.8546,13.5361,1.7675,0.0026,0.1056,0.2732257266916351
7502,umap_5_05,all_mixed,20,0.3,3.5,5,22,12,10,0,1.09,2,0.0519,40.6,97,2.819,0.138,0.4849,4.0471,4.0813,4.1307,202428.7568,8330.7718,32705.8274,0.5556,1.7903,9.2954,1.0859,0.0031,0.1178,0.26856545559983286
13327,total_AF_mg,cont_rob,8,0.2,2.0,3,26,5,21,0,0.38,1,0.0154,8.7,98,2.385,0.139,0.4849,3.9429,3.9804,4.4869,113856.803,8922.0677,70256.122,1.2016,6.7096,19.8081,2.089,0.0209,0.1021,0.2634493634329805
1687,pca_2,cont_rob,16,0.5,3.5,3,29,24,5,0,1.66,4,0.0591,41.0,269,2.478,0.382,0.4847,4.5897,4.5874,4.2711,311421.5457,6333.8234,48459.0154,0.4906,2.9921,19.8734,1.8312,0.006,0.0378,0.340547934638281
22367,excentricidad,all_mixed,8,0.4,2.5,5,18,14,5,1,1.56,6,0.0915,24.7,201,2.054,0.285,0.4847,4.6887,4.628,4.6657,145140.7357,7341.6406,66668.1036,0.1925,8.1546,6.0932,0.2441,0.0021,0.0988,0.2705913176288363
17459,edad_madre,cont_std,12,0.6,5.0,5,12,18,2,8,3.0,4,0.2727,128.8,301,2.142,0.427,0.4847,0.2532,0.2432,0.5954,4747.5933,3069.5592,22239.723,0.4376,27.3895,0.139,0.0684,0.0026,0.0016,0.023276923798416355
22593,excentricidad,all_mixed,20,0.2,1.5,2,20,0,20,0,0.0,0,0.0,2.5,11,2.82,0.016,0.4846,4.0409,4.0605,4.0296,196482.6469,5597.2069,56280.6763,0.8099,11.0428,3.345,0.7386,0.0,0.0475,0.26729142830388647
89,pca_1,cont_std,8,0.6,5.0,5,12,14,3,5,2.33,4,0.2121,131.8,456,1.825,0.647,0.4846,3.4896,3.5289,4.5621,175265.3944,4548.2089,14628.0172,0.1337,0.8165,1.2414,0.2217,0.006,0.0022,0.23123504280481755
2158,pca_2,all_mixed,20,0.6,5.0,3,13,21,2,10,3.23,4,0.2692,134.8,343,2.135,0.487,0.4846,0.3346,0.3041,0.4749,22553.6176,1893.3811,39555.6868,0.0952,1.3339,99.4664,1.2793,0.0033,0.0025,0.03368707867899184
10848,mgAF_suple_1T,cont_std,8,0.4,3.5,2,32,17,15,0,1.06,2,0.0343,32.7,292,2.203,0.414,0.4845,4.1474,4.1148,5.0617,215482.4978,7714.2275,217953.2518,1.1159,4.1218,29.491,8.8451,0.0259,0.0008,0.3390346829841134
2474,pca_2d,cont_std,20,0.4,2.0,5,8,12,2,6,3.0,5,0.4286,14.6,25,1.89,0.035,0.4845,0.0834,0.1072,0.0,868.6982,0.0,2359.535,0.1564,7.3232,1.9711,0.091,0.0044,0.0,0.012062126063911207
5083,umap_15_02,all_mixed,8,0.4,2.0,3,21,8,13,0,0.76,1,0.0381,5.3,22,2.735,0.031,0.4844,3.5248,3.5463,3.4715,233593.6236,5681.3701,44490.7484,0.6355,9.926,12.2439,1.9551,0.0131,0.0,0.27455017008089794
14685,imc_antes,cont_rob,20,0.2,5.0,2,18,14,5,1,1.56,4,0.0915,46.4,210,2.069,0.298,0.4843,2.0085,2.0358,1.3645,78717.0387,2129.57,26437.8206,0.1425,5.7332,95.9441,3.5543,0.0062,0.0125,0.1310621330452366
20347,dias_saf,all_mixed,16,0.2,2.0,3,21,10,11,0,0.95,1,0.0476,5.5,22,2.732,0.031,0.4842,2.9508,2.9508,2.5846,81004.2014,1367.8055,53074.6133,0.6975,9.1527,2.1108,1.4949,0.0095,0.0,0.18485754071948257
2492,pca_2d,cont_std,20,0.5,2.0,5,8,12,2,6,3.0,5,0.4286,17.2,29,1.896,0.041,0.4842,0.083,0.1072,0.0,868.1109,0.0,666.2076,0.1192,6.8133,2.2267,0.0767,0.0036,0.0,0.01039286178975362
20473,dias_saf,all_mixed,20,0.4,2.0,3,21,10,11,0,0.95,1,0.0476,5.5,22,2.732,0.031,0.4842,2.9508,2.9508,2.5846,81004.2014,1367.8055,53074.6133,0.6975,9.1527,2.1108,1.4949,0.0095,0.0,0.18485754071948257
516,pca_1,cont_rob,12,0.5,3.5,2,32,19,13,0,1.19,3,0.0383,38.1,303,2.223,0.43,0.4841,5.0603,5.0299,4.7162,168258.4313,4448.9336,229757.4365,5.1439,8.9767,32.9733,6.545,0.0277,0.0043,0.401074840073883
14645,imc_antes,cont_rob,16,0.5,2.5,5,25,17,8,0,1.36,3,0.0567,24.8,139,2.583,0.197,0.4841,4.2384,4.2369,4.4423,168844.9256,8689.2613,25416.9608,0.2514,3.8991,12.2488,1.0923,0.0032,0.1403,0.25845770021504394
20333,dias_saf,all_mixed,12,0.6,2.5,5,17,10,8,1,1.18,2,0.0735,39.2,195,2.137,0.277,0.484,4.4553,4.3825,4.611,256248.955,10432.3041,19743.5809,0.109,1.7516,2.3247,0.9503,0.0032,0.1453,0.2994534572490126
18931,dif_imc,cont_rob,16,0.3,3.5,3,27,22,5,0,1.63,3,0.0627,30.0,192,2.493,0.272,0.484,4.0744,4.0924,4.1891,311738.1583,6186.721,31389.098,0.5672,3.0516,12.7808,8.4607,0.0109,0.0831,0.32403846571208084
6328,umap_30_01,all_mixed,16,0.3,2.5,3,24,9,15,0,0.75,3,0.0326,21.2,102,2.598,0.145,0.484,4.1126,4.0443,3.9378,224748.6512,7546.3263,33417.9347,0.3309,3.3139,11.8733,1.866,0.0029,0.0399,0.27592515083272906
1669,pca_2,cont_rob,16,0.4,3.5,3,28,22,6,0,1.57,4,0.0582,34.9,222,2.457,0.315,0.4839,4.6309,4.6366,4.2759,322582.3636,6214.9793,51578.1348,0.4836,5.0039,23.538,1.5983,0.0056,0.0388,0.3468486924260648
1382,pca_2,cont_std,20,0.3,3.5,5,23,18,5,0,1.57,3,0.0711,30.3,112,2.731,0.159,0.4839,4.4154,4.4347,4.8781,230015.2447,6684.2625,25108.7586,0.1109,2.4924,14.3358,0.2798,0.0048,0.0026,0.29197998411267706
13476,total_AF_mg,cont_rob,12,0.5,3.5,2,35,24,11,0,1.37,5,0.0403,33.1,368,2.054,0.522,0.4839,4.8526,4.8076,4.5701,202564.8285,6691.5566,257971.2547,4.7138,6.8324,31.7864,5.1026,0.0256,0.0005,0.4030812282932934
20423,dias_saf,all_mixed,16,0.6,2.5,5,17,10,8,1,1.18,2,0.0735,39.1,195,2.134,0.277,0.4839,4.4523,4.3794,4.6097,256144.1063,10447.9133,19772.1456,0.1165,1.7724,2.385,0.9485,0.0032,0.1453,0.29935723224899047
7072,umap_5_05,cont_rob,16,0.4,5.0,3,23,16,7,0,1.39,3,0.0632,49.1,133,2.781,0.189,0.4838,4.1535,4.1742,3.8136,152730.6754,5219.0224,49310.888,0.8445,2.588,5.7712,0.2814,0.005,0.0412,0.26027786567419203
11481,mgAF_suple_1T,cont_rob,20,0.4,5.0,2,28,20,8,0,1.43,3,0.0529,35.8,240,2.5,0.34,0.4838,3.9258,3.9526,3.9058,109271.0405,3195.6126,101535.2512,1.7333,3.7147,3.1063,0.8026,0.0071,0.0117,0.2519061820794659
13299,total_AF_mg,cont_std,20,0.5,5.0,2,32,23,9,0,1.44,3,0.0464,40.0,323,2.266,0.458,0.4837,4.5549,4.5224,4.8162,295530.0686,7543.6334,74469.9995,0.8897,5.0306,24.3823,1.4402,0.008,0.0009,0.34219140758178906
570,pca_1,cont_rob,16,0.3,3.5,2,30,16,14,0,1.07,3,0.0368,30.4,254,2.314,0.36,0.4837,4.9459,4.9117,4.5589,215113.2333,6072.1719,179982.8546,3.4404,5.5702,30.5415,5.3385,0.0282,0.0178,0.392415415585748
13026,total_AF_mg,cont_std,8,0.5,3.5,2,33,17,16,0,1.03,3,0.0322,27.8,347,2.217,0.492,0.4837,4.1827,4.1123,4.6889,222831.6248,7966.4549,189489.1433,1.1235,7.2415,18.6433,7.5168,0.0221,0.0006,0.33363384740210705
4348,umap_15_02,cont_std,8,0.3,2.5,3,28,6,22,0,0.43,2,0.0159,15.6,156,2.288,0.221,0.4836,3.8349,3.7525,4.3233,136439.3182,8739.1032,48406.2602,0.2736,7.3901,13.0648,2.0981,0.0176,0.0243,0.2491201846525786
17106,pn_hijo,all_mixed,16,0.2,2.0,2,19,2,17,0,0.21,1,0.0117,2.3,5,2.897,0.007,0.4836,4.465,4.4912,4.8014,143358.2345,6564.2909,107338.5845,1.0772,10.7418,14.4492,2.6419,0.0235,0.0499,0.304932206922833
1349,pca_2,cont_std,16,0.6,5.0,5,15,23,2,10,3.07,5,0.219,109.5,386,1.998,0.548,0.4832,2.0555,2.0586,2.2731,122412.3786,5051.3082,43663.9721,0.2642,1.0622,37.191,0.8979,0.0039,0.004,0.15087887217139048
5970,umap_30_01,cont_rob,16,0.3,3.5,2,27,13,14,0,0.96,2,0.037,31.4,163,2.408,0.231,0.4832,6.0981,6.0139,4.9419,209718.6974,6138.1952,188373.5885,3.009,5.5998,39.9486,7.888,0.0288,0.0261,0.4358863687248908
22046,excentricidad,cont_rob,8,0.6,3.5,5,12,13,4,5,2.17,4,0.197,102.9,542,1.312,0.769,0.4831,3.8499,3.8526,4.7645,301188.8332,5522.9073,35685.2874,0.3619,2.336,2.3363,0.7529,0.0042,0.0012,0.2996887865908631
5375,umap_15_02,all_mixed,20,0.5,2.5,5,24,15,9,0,1.25,4,0.0543,23.2,120,2.626,0.17,0.483,4.645,4.5943,4.6377,192943.0572,8097.0785,31746.566,0.29,3.2343,7.6298,0.8066,0.0114,0.0764,0.29659270575920743
21513,densidad,all_mixed,20,0.2,1.5,2,20,0,20,0,0.0,0,0.0,2.5,12,2.793,0.017,0.4829,3.9057,3.9262,3.9275,201210.3659,5966.6569,63815.8703,0.9655,10.6975,6.3757,0.8963,0.0,0.09,0.26607173733976147
20889,densidad,cont_rob,8,0.2,2.5,2,33,12,21,0,0.73,4,0.0227,14.1,226,1.902,0.321,0.4829,4.7054,4.7796,4.5405,203791.8859,9494.9089,241461.3432,1.8282,11.2436,21.2103,4.187,0.0361,0.0986,0.3839182402980929
10290,mgAF_total,cont_rob,16,0.3,3.5,2,29,14,15,0,0.97,3,0.0345,27.1,253,2.405,0.359,0.4828,5.267,5.2412,4.809,215235.582,5779.8769,139277.5964,3.6895,6.3317,19.1786,3.0623,0.019,0.0138,0.3905411139341061
4420,umap_15_02,cont_std,12,0.2,2.5,3,26,4,22,0,0.31,1,0.0123,13.5,116,2.394,0.165,0.4828,3.8024,3.7056,4.2702,107191.9714,8683.0843,49842.7072,0.3012,6.6626,20.5834,2.9658,0.0187,0.0261,0.23749037743459253
19281,dif_imc,all_mixed,16,0.3,1.5,2,19,5,14,0,0.53,2,0.0292,2.3,6,2.886,0.009,0.4828,1.6129,1.6364,1.6331,81692.1462,1782.5152,63258.3372,1.3695,8.141,6.3267,0.277,0.0,0.0499,0.12420781172138627
13329,total_AF_mg,cont_rob,8,0.2,2.5,2,29,4,25,0,0.28,1,0.0099,18.9,192,2.252,0.272,0.4827,4.9793,4.9872,4.7601,207869.9592,9237.6767,161739.7828,1.8351,9.5151,22.4651,5.8578,0.0334,0.0827,0.3807493566302042
5673,umap_30_01,cont_std,20,0.2,1.5,2,19,1,18,0,0.11,1,0.0058,2.6,6,2.883,0.009,0.4827,3.0628,3.0485,3.1801,22879.9255,4943.7955,115358.8892,0.4725,12.1835,9.6811,1.4974,0.0302,0.0499,0.20001115758254484
17475,edad_madre,cont_std,16,0.2,5.0,2,26,12,14,0,0.92,4,0.0369,31.8,148,2.47,0.21,0.4827,2.9736,2.925,3.3882,124859.1176,4191.6686,53704.9183,0.623,34.7633,13.493,2.8435,0.0126,0.0024,0.206095616580827
93,pca_1,cont_std,12,0.2,1.5,2,19,1,18,0,0.11,1,0.0058,2.5,6,2.882,0.009,0.4826,2.4968,2.4974,2.6537,18474.7321,6134.2248,115762.0863,0.4725,12.2465,8.3322,1.6427,0.0302,0.0499,0.17461111023408202
20577,densidad,cont_std,8,0.5,1.5,2,19,1,18,0,0.11,1,0.0058,2.5,6,2.882,0.009,0.4826,2.4218,2.4404,2.5596,18540.517,4943.7955,122505.9921,0.4484,13.4619,12.2845,1.5151,0.0302,0.0499,0.172585356103226
18212,edad_madre,all_mixed,16,0.3,3.5,5,24,16,8,0,1.33,4,0.058,33.4,146,2.683,0.207,0.4826,1.6811,1.6708,1.8875,53657.1731,4659.9882,20057.5738,0.278,25.3686,1.0205,0.4492,0.0058,0.1633,0.10605291573231795
21873,excentricidad,cont_std,20,0.2,1.5,2,19,3,16,0,0.32,1,0.0175,2.5,6,2.882,0.009,0.4826,3.161,3.1047,3.2964,22668.9177,6134.2248,104868.1632,0.7111,8.2181,5.0614,1.6959,0.0302,0.0499,0.20395528041612979
20631,densidad,cont_std,12,0.3,1.5,2,19,1,18,0,0.11,1,0.0058,2.5,6,2.882,0.009,0.4826,2.4218,2.4404,2.5596,18540.517,4943.7955,122505.9921,0.4484,13.4619,12.2845,1.5151,0.0302,0.0499,0.172585356103226
7069,umap_5_05,cont_rob,16,0.4,3.5,3,23,14,9,0,1.22,2,0.0553,44.0,126,2.743,0.179,0.4826,5.1656,5.1831,4.2247,180612.7112,6239.3562,65201.198,1.0944,4.8153,10.4897,1.0382,0.0056,0.0405,0.31989445721893756
21603,excentricidad,cont_std,8,0.2,1.5,2,19,1,18,0,0.11,1,0.0058,2.5,6,2.882,0.009,0.4826,2.501,2.4937,2.6537,18419.8782,6189.5397,115166.1362,0.5219,12.2153,8.2899,1.5984,0.0302,0.0499,0.17498395722498994
16333,pn_hijo,cont_std,12,0.4,2.0,3,21,8,13,0,0.76,2,0.0381,5.9,23,2.705,0.033,0.4826,3.3244,3.2317,3.4203,130636.5159,7206.0741,111367.7941,0.4388,6.0397,4.5344,1.3109,0.0317,0.0,0.25428472717363937
15141,eg_hijo,cont_std,8,0.3,1.5,2,19,1,18,0,0.11,1,0.0058,2.5,6,2.882,0.009,0.4826,2.438,2.438,2.5596,18514.7095,4943.7955,114652.4949,0.5994,12.3774,8.3777,1.5315,0.0302,0.0499,0.17317215933401628
10983,mgAF_suple_1T,cont_std,16,0.2,1.5,2,19,1,18,0,0.11,1,0.0058,2.5,6,2.882,0.009,0.4826,3.087,3.0722,3.1801,23063.0018,4943.7955,114536.5842,0.448,12.2839,9.9878,1.4759,0.0302,0.0499,0.20074820827642934
3265,pca_full_2d,cont_std,8,0.3,2.0,3,23,9,14,0,0.78,2,0.0356,6.0,51,2.555,0.072,0.4825,2.8448,2.7975,3.0095,73176.7723,8120.7238,81573.5655,1.2951,11.3628,4.5431,0.837,0.009,0.0416,0.185329173705619
12573,mgAF_saf,cont_rob,20,0.5,2.5,2,33,11,22,0,0.67,3,0.0208,21.5,235,1.918,0.333,0.4825,4.1403,4.1454,3.6082,177609.5517,7548.8898,180949.5788,1.6422,11.9449,31.9082,8.4511,0.0357,0.0737,0.336833306258527
4413,umap_15_02,cont_std,12,0.2,1.5,2,19,1,18,0,0.11,1,0.0058,2.6,6,2.879,0.009,0.4824,2.4278,2.4404,2.5596,18540.517,4943.7955,114343.9942,0.448,12.3275,8.7254,1.5066,0.0302,0.0499,0.17153026904523172
1173,pca_2,cont_std,12,0.2,1.5,2,19,3,16,0,0.32,1,0.0175,2.4,6,2.879,0.009,0.4824,3.073,3.0721,3.2964,22400.5949,6207.2465,131470.0658,0.368,11.0935,4.0294,1.5119,0.0623,0.0499,0.24445835915090938
12509,mgAF_saf,cont_rob,16,0.6,5.0,5,11,7,6,2,1.27,3,0.1273,95.3,326,1.629,0.462,0.4823,3.3741,3.3876,2.8318,85056.2847,1320.1907,6982.0704,0.1434,4.2861,1.5854,0.203,0.0032,0.0107,0.18443333867039327
12508,mgAF_saf,cont_rob,16,0.6,5.0,3,11,7,6,2,1.27,3,0.1273,95.4,326,1.629,0.462,0.4823,3.3733,3.3869,2.8318,84918.0553,1320.2349,7038.6196,0.1479,4.3026,1.5832,0.2044,0.0032,0.0107,0.18439647945570345
20516,dias_saf,all_mixed,20,0.6,3.5,5,11,8,5,2,1.45,2,0.1455,161.3,419,1.859,0.594,0.4822,0.9945,1.0039,1.0479,52851.6745,12140.542,22883.1138,0.2667,0.7976,0.1004,0.0256,0.0004,0.1983,0.07018218236410245
13766,total_AF_mg,all_mixed,8,0.6,3.5,5,10,9,4,3,1.8,3,0.2,133.4,526,1.472,0.746,0.482,2.9322,2.9348,4.8943,271573.8524,5048.0099,3418.8992,0.1006,0.4353,2.3044,0.1451,0.0013,0.0012,0.23777428577169293
19619,dias_saf,cont_std,12,0.6,5.0,5,12,9,5,2,1.5,2,0.1364,112.0,413,1.729,0.586,0.4819,1.874,1.9208,0.7977,33224.5683,10654.1198,109095.4931,1.3657,0.6675,1.3219,0.3324,0.0013,0.187,0.12439048539397805
6110,umap_30_01,cont_rob,20,0.6,2.0,5,10,8,4,2,1.6,3,0.1778,26.4,84,1.832,0.119,0.4819,3.7116,3.627,3.8427,222414.8654,4956.16,20997.0127,0.1124,2.8326,2.2082,0.099,0.0009,0.0,0.2511086556661251
11499,mgAF_suple_1T,cont_rob,20,0.5,5.0,2,29,21,8,0,1.45,3,0.0517,44.6,270,2.431,0.383,0.4819,3.9976,4.0281,4.0886,140566.4679,3540.7677,99594.3615,1.6581,3.8798,24.2323,1.138,0.0069,0.011,0.2664737760286568
16432,pn_hijo,cont_std,16,0.4,5.0,3,23,20,4,1,1.74,4,0.0791,46.0,253,2.286,0.359,0.4818,3.3063,3.2937,2.8302,44813.2154,4295.4708,625969.7847,4.0419,3.8618,2.2949,0.7432,0.0141,0.0462,0.30563646713374326
8540,umap_2d,all_mixed,16,0.6,2.0,5,7,11,2,6,3.14,4,0.5238,6.6,10,1.915,0.014,0.4818,0.0172,0.0135,0.1908,3416.2591,6321.6327,31623.8111,0.1654,2.4293,15.459,0.6968,0.0,0.0,0.00817903061741698
8882,hibrido_umap_af,cont_std,16,0.5,2.0,5,8,12,2,6,3.0,5,0.4286,21.2,42,1.885,0.06,0.4818,0.0824,0.1077,0.0,872.9199,0.0,1103.1655,0.1263,7.0752,0.5439,0.0197,0.0039,0.0,0.010921571807628086
5610,umap_30_01,cont_std,16,0.3,3.5,2,27,12,15,0,0.89,2,0.0342,29.6,161,2.377,0.228,0.4817,4.9882,4.884,4.8653,242146.6373,8044.6149,220331.8758,1.047,3.6951,30.317,7.8882,0.0234,0.0186,0.38034309135414984
7031,umap_5_05,cont_rob,16,0.2,2.5,5,22,10,12,0,0.91,3,0.0433,18.9,72,2.702,0.102,0.4817,2.8141,2.8359,3.1317,128981.786,8793.026,50767.6024,0.2314,2.6617,15.0657,1.2973,0.007,0.0826,0.19091741223278394
16663,pn_hijo,cont_rob,12,0.2,3.5,3,26,15,11,0,1.15,3,0.0462,26.8,162,2.489,0.23,0.4817,4.536,4.534,4.0567,262218.8259,7702.8886,384262.1139,0.8049,3.2104,1.8709,0.7127,0.0126,0.0722,0.37852498239686844
19437,dif_imc,all_mixed,20,0.6,5.0,2,19,32,1,14,3.37,4,0.1871,91.3,372,2.2,0.528,0.4817,0.736,0.7165,0.6519,31267.3988,633.5083,39631.3654,0.2197,3.2694,39.9195,35.8705,0.0086,0.0067,0.06269987099296885
11010,mgAF_suple_1T,cont_std,16,0.3,3.5,2,30,14,16,0,0.93,3,0.0322,28.5,252,2.272,0.357,0.4816,5.3113,5.2598,5.1268,263685.9558,8145.2167,139451.4272,0.6849,5.6633,26.741,6.5415,0.0317,0.0204,0.39978806093451924
1520,pca_2,cont_rob,8,0.6,2.0,5,10,8,4,2,1.6,3,0.1778,25.1,81,1.819,0.115,0.4816,3.7084,3.644,3.8424,222706.7005,4956.16,15325.2735,0.2335,4.1636,4.9536,0.1145,0.0009,0.0,0.2518558199931615
11799,mgAF_suple_1T,all_mixed,20,0.2,2.5,2,29,2,27,0,0.14,1,0.0049,13.9,167,2.169,0.237,0.4815,3.865,3.8657,3.7211,99519.4987,7447.7205,71693.6045,0.9195,9.3578,10.6377,3.7132,0.0085,0.0927,0.23460927324586509
21718,excentricidad,cont_std,12,0.3,2.5,3,28,8,20,0,0.57,3,0.0212,12.2,157,2.253,0.223,0.4815,3.9399,3.9029,4.4825,109899.7272,9274.6757,69070.9661,0.3378,8.3868,6.8013,1.4542,0.034,0.0904,0.26911312033956597
11316,mgAF_suple_1T,cont_rob,12,0.5,3.5,2,31,18,13,0,1.16,3,0.0387,38.0,290,2.255,0.411,0.4815,5.1098,5.0715,4.5407,198363.8547,5045.8714,219829.5787,5.0324,7.6702,27.2266,4.9491,0.0238,0.0033,0.40755928836294425
22385,excentricidad,all_mixed,8,0.5,2.5,5,17,13,5,1,1.53,5,0.0956,30.5,208,2.125,0.295,0.4815,3.9868,3.9132,4.2142,140927.9777,7261.8485,42126.766,0.4031,1.8798,5.0931,0.2859,0.002,0.1038,0.23719408951468648
14556,imc_antes,cont_rob,12,0.5,3.5,2,35,24,11,0,1.37,4,0.0403,35.5,391,2.066,0.555,0.4814,5.2322,5.1816,4.5728,279083.9131,6549.6948,238802.4768,4.0341,7.636,45.3318,7.6185,0.0301,0.0319,0.4468481974209364
16023,eg_hijo,all_mixed,16,0.2,1.5,2,19,0,19,0,0.0,0,0.0,2.3,7,2.864,0.01,0.4814,3.5783,3.5835,3.4464,152741.9855,3490.482,68096.3374,0.6319,10.9514,6.2985,0.8544,0.0,0.0942,0.2296285149514079
9768,mgAF_total,cont_std,8,0.4,3.5,2,32,16,16,0,1.0,3,0.0323,31.2,297,2.162,0.421,0.4814,4.0345,3.981,4.6979,197410.3582,7594.2167,149455.0838,1.051,5.0399,27.3977,7.5942,0.0206,0.0009,0.30892857941120494
15069,imc_antes,all_mixed,20,0.4,1.5,2,19,3,16,0,0.32,1,0.0175,2.3,7,2.864,0.01,0.4814,4.015,4.1191,4.1457,208304.424,6881.9958,22025.4551,0.4104,13.0974,6.0042,0.9055,0.0,0.0499,0.2640355786840645
21319,densidad,all_mixed,8,0.6,2.0,3,20,8,12,0,0.8,1,0.0421,4.8,21,2.789,0.03,0.4814,3.4674,3.4483,3.2303,138180.1532,3880.1167,52873.9273,0.6654,11.0848,2.9246,2.0006,0.012,0.0,0.2325452163316785
13836,total_AF_mg,all_mixed,12,0.5,3.5,2,23,16,8,1,1.39,3,0.0632,54.7,400,1.939,0.567,0.4812,3.8302,3.8421,5.5575,253374.3579,6961.403,93235.7083,0.7675,4.6083,14.2996,5.4871,0.0069,0.0008,0.2953884699771269
7499,umap_5_05,all_mixed,20,0.3,2.5,5,22,8,14,0,0.73,2,0.0346,15.6,71,2.689,0.101,0.4811,4.5325,4.5256,4.8351,172763.4281,7423.9396,21965.4822,0.3545,2.6779,14.5618,2.4357,0.0024,0.0826,0.27182040786657646
